robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.40815,0.260166,-2.6301,-0.597322
-0.845788,-2.36738,1.41331,2.3439
5,5,-5,-5
3.96372,0.108566,-2.0812,-0.94037
-0.25411,-2.57656,1.8666,2.128
5,5,-5,-5
4.56162,0.0192551,-1.5676,-1.36425
0.383614,-2.72743,2.27522,1.83461
5,5,-5,-5
5.17309,0.00299696,-1.11195,-1.85626
1.03657,-2.80577,2.62019,1.47107
5,5,-5,-5
5.7678,0.0593033,-0.731098,-2.39683
1.67214,-2.80872,2.88897,1.0521
5,5,-5,-5
6.31697,0.176559,-0.434378,-2.96159
2.25912,-2.74471,3.07711,0.597822
5,5,-5,-5
6.79609,0.333731,-0.222884,-3.5238
2.77036,-2.63166,3.18893,0.131267
5,5,-5,-5
7.18623,0.50329,-0.0897666,-4.05681
3.18428,-2.49411,3.23701,-0.324175
5,5,-5,-5
7.47376,0.654828,-0.0215702,-4.53606
3.48451,-2.35945,3.24069,-0.746911
5,5,-5,-5
7.64817,0.758869,-0.000356765,-4.94027
3.65794,-2.25412,3.22372,-1.11858
5,5,-5,-5
7.70926,0.797633,-0.00699694,-5.26442
3.70057,-2.19074,3.20409,-1.43181
5,5,-5,-5
7.67476,0.775591,-0.0272337,-5.52115
3.63089,-2.16501,3.19024,-1.69389
5,5,-5,-5
7.55852,0.704189,-0.0519654,-5.719
3.46732,-2.1702,3.18977,-1.91227
5,5,-5,-5
7.37227,0.598598,-0.0757298,-5.86693
3.22613,-2.19595,3.20644,-2.09501
5,5,-5,-5
7.12764,0.475273,-0.0957686,-5.97392
2.9232,-2.23078,3.24116,-2.25036
5,5,-5,-5
6.83755,0.349903,-0.111233,-6.04879
2.57538,-2.26426,3.29283,-2.3865
5,5,-5,-5
6.51702,0.23569,-0.122544,-6.10019
2.20111,-2.28877,3.359,-2.51148
5,5,-5,-5
6.18318,0.142009,-0.130909,-6.13664
1.82052,-2.30077,3.43641,-2.63318
