robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.59107,0.618553,-3.36705,-0.27417
-1.54313,-2.19363,0.704072,2.62858
5,5,-5,-5
2.26436,0.814758,-3.55799,-0.212453
-1.70034,-2.23175,0.448708,2.7786
5,5,-5,-5
1.9473,1.04007,-3.75688,-0.156999
-1.83066,-2.23514,0.179156,2.92644
5,5,-5,-5
1.64726,1.29067,-3.95932,-0.109501
-1.92974,-2.2029,-0.0971794,3.06601
5,5,-5,-5
1.37041,1.56109,-4.16068,-0.0709484
-1.99526,-2.13651,-0.372314,3.19222
5,5,-5,-5
1.12151,1.84448,-4.35626,-0.0416132
-2.02709,-2.03963,-0.637777,3.30097
5,5,-5,-5
0.903676,2.13292,-4.54127,-0.0210878
-2.02733,-1.9179,-0.884753,3.38917
5,5,-5,-5
0.718377,2.41781,-4.71096,-0.00836141
-2.00018,-1.77855,-1.10425,3.45454
5,5,-5,-5
0.565505,2.69018,-4.86065,-0.00194212
-1.95169,-1.62997,-1.2873,3.49536
5,5,-5,-5
0.443598,2.94107,-4.98578,-2.02324e-05
-1.88933,-1.48131,-1.42511,3.5102
5,5,-5,-5
0.350434,3.16111,-5.08804,-0.000775225
-1.82016,-1.34317,-1.51662,3.4985
5,5,-5,-5
0.280144,3.34986,-5.17295,-0.00299214
-1.74903,-1.21987,-1.56995,3.46376
5,5,-5,-5
0.226314,3.51275,-5.2417,-0.00584532
-1.6792,-1.10992,-1.59052,3.41013
5,5,-5,-5
0.184028,3.65597,-5.2955,-0.00873978
-1.612,-1.01032,-1.58389,3.34148
5,5,-5,-5
0.149549,3.78628,-5.33558,-0.0112738
-1.54728,-0.916997,-1.55555,3.26156
5,5,-5,-5
0.120091,3.91074,-5.36314,-0.0132045
-1.48371,-0.825062,-1.51081,3.1742
5,5,-5,-5
0.0936769,4.03668,-5.37941,-0.0144157
-1.41901,-0.729013,-1.45465,3.08337
5,5,-5,-5
