robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.6626,0.579984,-3.02102,-0.408306
-1.4413,-2.27625,0.844689,2.76286
5,5,-5,-5
2.43569,0.707645,-2.85642,-0.482804
-1.4726,-2.41089,0.719075,3.01231
5,5,-5,-5
2.22799,0.838754,-2.69461,-0.5632
-1.46984,-2.52666,0.563607,3.22942
5,5,-5,-5
2.02995,0.977715,-2.53582,-0.649389
-1.44237,-2.61992,0.380474,3.41204
5,5,-5,-5
1.83315,1.13076,-2.38024,-0.741259
-1.39803,-2.68493,0.172055,3.55825
5,5,-5,-5
1.63059,1.30581,-2.22809,-0.838691
-1.34298,-2.71388,-0.0590966,3.66636
5,5,-5,-5
1.41706,1.51251,-2.07955,-0.941556
-1.28134,-2.69683,-0.310281,3.73495
5,5,-5,-5
1.18982,1.76232,-1.93483,-1.04972
-1.21462,-2.62159,-0.578666,3.76285
5,5,-5,-5
0.949501,2.06854,-1.79411,-1.16304
-1.14084,-2.47354,-0.861316,3.74918
5,5,-5,-5
0.701397,2.44618,-1.65757,-1.28138
-1.05337,-2.23579,-1.15521,3.69332
5,5,-5,-5
0.449007,2.92914,-1.52177,-1.40807
-0.931211,-1.87659,-1.45189,3.59144
5,5,-5,-5
0.220737,3.53077,-1.38535,-1.54539
-0.737785,-1.3765,-1.74576,3.4416
5,5,-5,-5
0.0599605,4.22798,-1.25137,-1.69125
-0.444323,-0.746522,-2.03787,3.2465
5,5,-5,-5
1.77031e-05,4.98669,-1.12257,-1.84318
-0.0341604,-0.0131885,-2.32898,3.0091
5,5,-5,-5
0.0588177,5.76467,-1.00127,-1.99831
0.492818,0.783539,-2.61947,2.73259
5,5,-5,-5
0.235693,6.51703,-0.889354,-2.1535
1.11823,1.59553,-2.9092,2.42037
5,5,-5,-5
0.511385,7.2028,-0.788288,-2.30529
1.80633,2.3734,-3.19748,2.07602
5,5,-5,-5
0.851166,7.79055,-0.699101,-2.45005
