robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.81753,0.501464,-3.22004,-0.327554
-1.45925,-2.08874,0.903341,2.50047
5,5,-5,-5
2.71632,0.551989,-3.25108,-0.31585
-1.55404,-2.04879,0.871069,2.51398
5,5,-5,-5
2.61595,0.604966,-3.28168,-0.304537
-1.64869,-2.00516,0.840403,2.52538
5,5,-5,-5
2.51673,0.660254,-3.31223,-0.29347
-1.74237,-1.95892,0.810084,2.53611
5,5,-5,-5
2.41896,0.717686,-3.3431,-0.282512
-1.83421,-1.91111,0.778851,2.54759
5,5,-5,-5
2.3229,0.777073,-3.37469,-0.271538
-1.92338,-1.86284,0.745439,2.56123
5,5,-5,-5
2.22882,0.838202,-3.40736,-0.260432
-2.00905,-1.81519,0.708573,2.57842
5,5,-5,-5
2.13698,0.900842,-3.44152,-0.24909
-2.09037,-1.76928,0.66696,2.60054
5,5,-5,-5
2.0476,0.964742,-3.47756,-0.23742
-2.16651,-1.72622,0.619276,2.62893
5,5,-5,-5
1.96089,1.02963,-3.51586,-0.225345
-2.23663,-1.68714,0.564151,2.6649
5,5,-5,-5
1.88443,1.08935,-3.54879,-0.215233
-2.29483,-1.65543,0.507202,2.70862
5,5,-5,-5
1.82176,1.14011,-3.57164,-0.208363
-2.33912,-1.63245,0.452772,2.75881
5,5,-5,-5
1.76736,1.18555,-3.58927,-0.203142
-2.37417,-1.61584,0.397522,2.81439
5,5,-5,-5
1.71596,1.22971,-3.60658,-0.198086
-2.4043,-1.60286,0.338153,2.87423
5,5,-5,-5
1.66258,1.27688,-3.62847,-0.191786
-2.43357,-1.59045,0.271458,2.93719
5,5,-5,-5
1.60245,1.33167,-3.6599,-0.182932
-2.46573,-1.5752,0.194334,3.00217
5,5,-5,-5
1.53115,1.39901,-3.70586,-0.170384
-2.50414,-1.55334,0.103767,3.06794
5,5,-5,-5
1.44473,1.48431,-3.7714,-0.153297
-2.55161,-1.52056,-0.00320772,3.13315
