robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.87531,0.473886,-3.22004,-0.327554
-1.3881,-2.13827,0.903341,2.50047
5,5,-5,-5
2.83195,0.494498,-3.25108,-0.31585
-1.41022,-2.15201,0.871069,2.51398
5,5,-5,-5
2.789,0.515417,-3.28168,-0.304537
-1.4317,-2.1652,0.840403,2.52538
5,5,-5,-5
2.74631,0.536718,-3.31223,-0.29347
-1.45265,-2.17782,0.810084,2.53611
5,5,-5,-5
2.70372,0.558482,-3.3431,-0.282512
-1.47322,-2.18983,0.778851,2.54759
5,5,-5,-5
2.66106,0.580795,-3.37469,-0.271538
-1.49351,-2.2012,0.745439,2.56123
5,5,-5,-5
2.61819,0.603751,-3.40736,-0.260432
-1.51366,-2.21188,0.708573,2.57842
5,5,-5,-5
2.57496,0.62745,-3.44152,-0.24909
-1.53377,-2.22181,0.66696,2.60054
5,5,-5,-5
2.53122,0.651998,-3.47756,-0.23742
-1.55396,-2.23094,0.619276,2.62893
5,5,-5,-5
2.48683,0.677506,-3.51586,-0.225345
-1.57431,-2.2392,0.564151,2.6649
5,5,-5,-5
2.45496,0.696194,-3.54879,-0.215233
-1.58601,-2.24839,0.507202,2.70862
5,5,-5,-5
2.44291,0.703337,-3.57164,-0.208363
-1.58435,-2.25997,0.452772,2.75881
5,5,-5,-5
2.44192,0.703926,-3.58927,-0.203142
-1.5753,-2.27297,0.397522,2.81439
5,5,-5,-5
2.4433,0.703107,-3.60658,-0.198086
-1.5647,-2.2862,0.338153,2.87423
5,5,-5,-5
2.43837,0.706047,-3.62847,-0.191786
-1.55829,-2.29841,0.271458,2.93719
5,5,-5,-5
2.41849,0.717969,-3.6599,-0.182932
-1.56172,-2.30824,0.194334,3.00217
5,5,-5,-5
2.37519,0.744374,-3.70586,-0.170384
-1.58036,-2.31399,0.103767,3.06794
5,5,-5,-5
2.30041,0.791414,-3.7714,-0.153297
-1.619,-2.31314,-0.00320772,3.13315
