fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
115.56,15.5603,1,0.162258,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.538,15.5385,1,0.281834,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.588,15.5875,1,0.199171,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.518,15.5183,1,0.208854,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.588,15.5875,1,0.199171,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.579,15.579,1,0.165008,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.582,15.5823,1,0.184774,63,0,0,0,0,0
115.534,15.534,1,0.271282,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.581,15.5814,1,0.16752,63,0,0,0,0,0
115.582,15.5823,1,0.184774,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.581,15.5814,1,0.16752,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.588,15.5875,1,0.199171,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.538,15.5385,1,0.281834,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.588,15.5875,1,0.199171,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.588,15.5875,1,0.199171,63,0,0,0,0,0
115.56,15.5603,1,0.162258,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.581,15.5814,1,0.16752,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.538,15.5385,1,0.281834,63,0,0,0,0,0
115.578,15.578,1,0.216611,63,0,0,0,0,0
115.579,15.579,1,0.165008,63,0,0,0,0,0
115.56,15.5603,1,0.162258,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.538,15.538,1,0.170649,63,0,0,0,0,0
115.538,15.538,1,0.170649,63,0,0,0,0,0
115.571,15.5714,1,0.156691,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
115.559,15.5591,1,0.175911,63,0,0,0,0,0
115.593,15.5926,1,0.161953,63,0,0,0,0,0
115.518,15.5183,1,0.208854,63,0,0,0,0,0
115.503,15.5034,1,0.197282,63,0,0,0,0,0
