robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.79403,0.512939,-3.50415,-0.229
-1.42623,-2.16836,0.730783,2.42907
5,5,-5,-5
2.6705,0.575814,-3.8464,-0.134899
-1.48307,-2.20768,0.495799,2.34407
5,5,-5,-5
2.54875,0.642089,-4.20583,-0.0634732
-1.53565,-2.24194,0.239024,2.22634
5,5,-5,-5
2.42889,0.711714,-4.5724,-0.018318
-1.58391,-2.27114,-0.0324435,2.07663
5,5,-5,-5
2.31101,0.784634,-4.93554,-0.000415564
-1.62781,-2.29526,-0.31025,1.89872
5,5,-5,-5
2.19519,0.860794,-5.28465,-0.008109
-1.66729,-2.31431,-0.585217,1.69933
5,5,-5,-5
2.08152,0.940136,-5.60952,-0.03729
-1.70231,-2.32829,-0.847806,1.48787
5,5,-5,-5
1.9701,1.0226,-5.90066,-0.0817872
-1.73284,-2.33719,-1.08853,1.27593
5,5,-5,-5
1.86101,1.10812,-6.14948,-0.133925
-1.75883,-2.34104,-1.29824,1.07662
5,5,-5,-5
1.75433,1.19663,-6.34827,-0.185215
-1.78026,-2.33985,-1.46832,0.903833
5,5,-5,-5
1.65478,1.28388,-6.49883,-0.229935
-1.79643,-2.33401,-1.59888,0.765308
5,5,-5,-5
1.56462,1.36707,-6.61111,-0.266678
-1.80764,-2.32452,-1.69749,0.658719
5,5,-5,-5
1.48046,1.44854,-6.68999,-0.294265
-1.81495,-2.31181,-1.76734,0.581837
5,5,-5,-5
1.3992,1.53096,-6.74008,-0.312558
-1.8189,-2.29577,-1.8118,0.531287
5,5,-5,-5
1.31799,1.61728,-6.76577,-0.322176
-1.81956,-2.27576,-1.83432,0.502874
5,5,-5,-5
1.23428,1.71072,-6.77127,-0.324254
-1.81652,-2.25067,-1.83832,0.491851
5,5,-5,-5
1.14587,1.81477,-6.76066,-0.320247
-1.80882,-2.21882,-1.82726,0.493136
5,5,-5,-5
1.05097,1.93322,-6.73797,-0.311773
