robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.45139,0.245863,-2.8597,-0.48125
-0.781818,-2.41495,1.36238,2.1972
5,5,-5,-5
4.04759,0.0915471,-2.53602,-0.649274
-0.131495,-2.6535,1.78123,1.87289
5,5,-5,-5
4.68372,0.0100133,-2.22212,-0.842671
0.561199,-2.81926,2.18712,1.515
5,5,-5,-5
5.33143,0.0109968,-1.92253,-1.05929
1.26736,-2.90162,2.57303,1.12931
5,5,-5,-5
5.96105,0.0932304,-1.64125,-1.29611
1.95671,-2.90098,2.93304,0.722767
5,5,-5,-5
6.54482,0.244632,-1.3816,-1.54932
2.60084,-2.82864,3.26248,0.303378
5,5,-5,-5
7.05967,0.443933,-1.14609,-1.81451
3.17592,-2.70511,3.55804,-0.120051
5,5,-5,-5
7.48872,0.663381,-0.936391,-2.08674
3.6643,-2.55745,3.81774,-0.538114
5,5,-5,-5
7.82128,0.872003,-0.753282,-2.3608
4.05444,-2.41599,4.04091,-0.941039
5,5,-5,-5
8.05116,1.03889,-0.596681,-2.63129
4.33928,-2.31104,4.22801,-1.31891
5,5,-5,-5
8.19055,1.15028,-0.463268,-2.89808
4.53272,-2.25857,4.3833,-1.66893
5,5,-5,-5
8.26258,1.21112,-0.349523,-3.16341
4.65955,-2.2556,4.51227,-1.99593
5,5,-5,-5
8.27681,1.22343,-0.254355,-3.42556
4.7284,-2.29918,4.61769,-2.30165
5,5,-5,-5
8.24045,1.19218,-0.176568,-3.68299
4.74545,-2.38343,4.70208,-2.58812
5,5,-5,-5
8.15898,1.12433,-0.114888,-3.93431
4.71513,-2.50058,4.7678,-2.85757
5,5,-5,-5
8.03702,1.02803,-0.0679816,-4.1783
4.64095,-2.64167,4.81709,-3.11244
5,5,-5,-5
7.87895,0.912014,-0.0344736,-4.41387
4.52615,-2.79726,4.85219,-3.35534
5,5,-5,-5
7.68956,0.784993,-0.0129692,-4.64011
4.37436,-2.95793,4.87531,-3.58903
