robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.8038,0.508151,-3.3963,-0.264164
-1.34179,-2.28721,0.762406,2.51165
5,5,-5,-5
2.70935,0.555575,-3.61499,-0.195652
-1.28489,-2.45209,0.572537,2.53649
5,5,-5,-5
2.627,0.598991,-3.84091,-0.136203
-1.20414,-2.61385,0.373486,2.55431
5,5,-5,-5
2.54822,0.642387,-4.07045,-0.0871653
-1.10907,-2.76704,0.170032,2.56204
5,5,-5,-5
2.46481,0.690384,-4.29985,-0.0492642
-1.00905,-2.90577,-0.0329524,2.55719
5,5,-5,-5
2.36892,0.748245,-4.52523,-0.0225918
-0.913261,-3.02366,-0.230577,2.53787
5,5,-5,-5
2.25326,0.82203,-4.74273,-0.0066234
-0.830521,-3.11374,-0.418015,2.50273
5,5,-5,-5
2.11132,0.918881,-4.94851,-0.000265162
-0.768969,-3.16816,-0.59059,2.45097
5,5,-5,-5
1.93781,1.04741,-5.13885,-0.00192826
-0.735622,-3.17785,-0.743856,2.38219
5,5,-5,-5
1.72931,1.21812,-5.31017,-0.00962953
-0.73569,-3.13202,-0.873664,2.29633
5,5,-5,-5
1.47344,1.45552,-5.46606,-0.021769
-0.772185,-3.01183,-0.982158,2.1906
5,5,-5,-5
1.17983,1.77412,-5.61199,-0.0375946
-0.828754,-2.8047,-1.07556,2.06498
5,5,-5,-5
0.879665,2.16754,-5.74727,-0.0561566
-0.88067,-2.51234,-1.15601,1.92384
5,5,-5,-5
0.601164,2.62298,-5.87128,-0.0764981
-0.906852,-2.14419,-1.22541,1.77171
5,5,-5,-5
0.36661,3.12072,-5.98344,-0.0976698
-0.892694,-1.7181,-1.28532,1.61336
5,5,-5,-5
0.189857,3.63526,-6.08321,-0.118745
-0.832339,-1.25914,-1.33691,1.45371
5,5,-5,-5
0.0749434,4.13755,-6.17008,-0.138836
-0.729863,-0.797252,-1.38092,1.2978
5,5,-5,-5
0.0162098,4.59771,-6.24354,-0.157108
