robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.45103,0.245983,-2.8597,-0.48125
-0.783114,-2.41335,1.36238,2.1972
5,5,-5,-5
4.04624,0.0918094,-2.53602,-0.649274
-0.136249,-2.64805,1.78123,1.87289
5,5,-5,-5
4.68102,0.0101854,-2.22212,-0.842671
0.551596,-2.80901,2.18712,1.515
5,5,-5,-5
5.32731,0.0107248,-1.92253,-1.05929
1.25243,-2.88674,2.57303,1.12931
5,5,-5,-5
5.95577,0.0922001,-1.64125,-1.29611
1.93697,-2.88257,2.93304,0.722767
5,5,-5,-5
6.53893,0.242723,-1.3816,-1.54932
2.57785,-2.80848,3.26248,0.303378
5,5,-5,-5
7.05391,0.441333,-1.14609,-1.81451
3.15228,-2.68553,3.55804,-0.120051
5,5,-5,-5
7.48395,0.660645,-0.936391,-2.08674
3.64359,-2.54117,3.81774,-0.538114
5,5,-5,-5
7.81841,0.870039,-0.753282,-2.3608
4.04126,-2.40611,4.04091,-0.941039
5,5,-5,-5
8.05116,1.03889,-0.596681,-2.63129
4.33928,-2.31104,4.22801,-1.31891
5,5,-5,-5
8.18788,1.14806,-0.463224,-2.89818
4.5484,-2.28037,4.38247,-1.66559
5,5,-5,-5
8.24828,1.19886,-0.349388,-3.16375
4.69143,-2.31524,4.50944,-1.98401
5,5,-5,-5
8.24601,1.19692,-0.254126,-3.42625
4.77901,-2.40584,4.61228,-2.27816
5,5,-5,-5
8.19191,1.1514,-0.176276,-3.68406
4.81859,-2.53923,4.69395,-2.55229
5,5,-5,-5
8.09527,1.07326,-0.114581,-3.93572
4.81576,-2.70097,4.75726,-2.81091
5,5,-5,-5
7.96509,0.974053,-0.0677087,-4.17994
4.77545,-2.87643,4.80495,-3.05868
5,5,-5,-5
7.81089,0.864917,-0.0342751,-4.41556
4.70286,-3.05174,4.83979,-3.30046
5,5,-5,-5
7.64328,0.755816,-0.0128631,-4.64158
4.60408,-3.21449,4.86455,-3.54122
