robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.83377,0.493621,-3.43038,-0.252761
-1.42479,-2.12642,0.740273,2.50508
5,5,-5,-5
2.75299,0.53335,-3.69088,-0.174423
-1.48282,-2.12332,0.524844,2.51402
5,5,-5,-5
2.67518,0.573351,-3.96347,-0.10862
-1.53962,-2.11652,0.297358,2.50775
5,5,-5,-5
2.59863,0.614405,-4.24139,-0.057884
-1.59542,-2.10771,0.0635933,2.48517
5,5,-5,-5
2.52172,0.657408,-4.51756,-0.0233296
-1.65029,-2.09838,-0.170235,2.44665
5,5,-5,-5
2.44285,0.703373,-4.78473,-0.00463623
-1.70417,-2.08986,-0.39767,2.39405
5,5,-5,-5
2.36055,0.753435,-5.03573,-0.000127646
-1.75683,-2.08332,-0.61221,2.33064
5,5,-5,-5
2.27341,0.808855,-5.26357,-0.006952
-1.80781,-2.07968,-0.807476,2.26091
5,5,-5,-5
2.18013,0.871041,-5.46162,-0.0213545
-1.85641,-2.07961,-0.977336,2.19026
5,5,-5,-5
2.07954,0.941561,-5.62353,-0.0390317
-1.90158,-2.08345,-1.11594,2.12468
5,5,-5,-5
1.97559,1.01843,-5.74688,-0.056098
-1.93933,-2.09179,-1.22096,2.069
5,5,-5,-5
1.87201,1.09927,-5.83695,-0.0705454
-1.96745,-2.10363,-1.2969,2.0242
5,5,-5,-5
1.76762,1.18533,-5.89917,-0.0815149
-1.98712,-2.11648,-1.34839,1.98982
5,5,-5,-5
1.66134,1.27799,-5.93891,-0.0889462
-1.99944,-2.12769,-1.38006,1.96456
5,5,-5,-5
1.55227,1.37879,-5.96144,-0.0933082
-2.0054,-2.13447,-1.39648,1.94657
5,5,-5,-5
1.43969,1.48942,-5.972,-0.095388
-2.00586,-2.13387,-1.40222,1.93369
5,5,-5,-5
1.3231,1.61172,-5.97576,-0.0961357
-2.00154,-2.12281,-1.40183,1.92355
5,5,-5,-5
1.20229,1.7477,-5.97792,-0.0965652
