robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.83394,0.493541,-3.43038,-0.252761
-1.42454,-2.12664,0.740273,2.50508
5,5,-5,-5
2.75359,0.533052,-3.69088,-0.174423
-1.48192,-2.1241,0.524844,2.51402
5,5,-5,-5
2.67634,0.572745,-3.96347,-0.10862
-1.53786,-2.11808,0.297358,2.50775
5,5,-5,-5
2.60038,0.61345,-4.24139,-0.057884
-1.59274,-2.1101,0.0635933,2.48517
5,5,-5,-5
2.52396,0.656125,-4.51756,-0.0233296
-1.64681,-2.10152,-0.170235,2.44665
5,5,-5,-5
2.44542,0.701849,-4.78473,-0.00463623
-1.70017,-2.09352,-0.39767,2.39405
5,5,-5,-5
2.36314,0.751828,-5.03573,-0.000127646
-1.75275,-2.08709,-0.61221,2.33064
5,5,-5,-5
2.27563,0.807409,-5.26357,-0.006952
-1.80427,-2.08299,-0.807476,2.26091
5,5,-5,-5
2.18151,0.870095,-5.46162,-0.0213545
-1.85417,-2.08173,-0.977336,2.19026
5,5,-5,-5
2.07954,0.941561,-5.62353,-0.0390317
-1.90158,-2.08345,-1.11594,2.12468
5,5,-5,-5
1.97333,1.02014,-5.74688,-0.056098
-1.94311,-2.08816,-1.22096,2.069
5,5,-5,-5
1.86659,1.10363,-5.83695,-0.0705454
-1.97672,-2.09466,-1.2969,2.0242
5,5,-5,-5
1.75848,1.19309,-5.89917,-0.0815149
-2.00309,-2.10094,-1.34839,1.98982
5,5,-5,-5
1.64828,1.28974,-5.93891,-0.0889462
-2.0228,-2.10483,-1.38006,1.96456
5,5,-5,-5
1.53543,1.3949,-5.96144,-0.0933082
-2.03633,-2.10403,-1.39648,1.94657
5,5,-5,-5
1.4195,1.51001,-5.972,-0.095388
-2.04402,-2.0961,-1.40222,1.93369
5,5,-5,-5
1.30029,1.63665,-5.97576,-0.0961357
-2.04606,-2.07845,-1.40183,1.92355
5,5,-5,-5
1.17783,1.7765,-5.97792,-0.0965652
